71.842,18.257,-34.405,15.396,-2.7912,0.22185,-0.006439,85.383,21.222,-27.763,8.6916,-1.122,0.062109,-0.0011533
98.022,45.227,-51.145,16.049,-2.1535,0.12778,-0.0026833,68.212,3.3177,-21.558,10.155,-1.8033,0.13875,-0.0038891
98.178,36.136,-50.391,17.702,-2.6681,0.1826,-0.0046509,56.931,-21.981,34.381,-14.557,2.5647,-0.20164,0.0058706
85.864,42.003,-53.254,18.012,-2.6073,0.17015,-0.0040944,92.378,42.558,-50.663,15.773,-2.0566,0.1163,-0.0022506
87.18,27.681,-45.484,16.59,-2.5046,0.16854,-0.004169,68.75,18.501,-44.9,20.556,-3.7842,0.30788,-0.0092162
96.375,41.501,-52.443,18.422,-2.8267,0.19928,-0.0052887,98.765,39.79,-53.134,19.059,-2.9721,0.21266,-0.0057253
93.424,37.203,-57.424,21.839,-3.53,0.25868,-0.0070786,92.85,44.664,-62.713,22.777,-3.549,0.25163,-0.0066707
89.005,27.01,-45.578,17.488,-2.7925,0.19971,-0.0052881,89.81,25.415,-45.193,17.459,-2.8007,0.20139,-0.0053717
65.818,6.5208,-5.9197,-0.47177,0.51101,-0.069187,0.002771,61.067,4.0243,-3.7327,-0.86737,0.51836,-0.066125,0.0025991
42.445,1.3192,-13.77,7.2074,-1.4061,0.11834,-0.0036201,43.582,4.4203,-16.87,8.3709,-1.6159,0.13608,-0.0041828
46.933,6.9958,-19.447,8.7059,-1.5612,0.1241,-0.0036399,50.002,3.8241,-17.316,8.0696,-1.4647,0.11677,-0.0034199
73.582,14.892,-29.839,12.62,-2.1665,0.16517,-0.0046458,83.522,6.382,-23.718,10.445,-1.7769,0.13222,-0.003603
79.948,-12.168,-6.8864,5.2071,-1.0288,0.082106,-0.0023308,84.695,-9.1512,-12.714,7.7993,-1.5091,0.12199,-0.0035567
76.271,2.5012,-24.526,12.845,-2.4918,0.20788,-0.0063023,84.406,1.8416,-22.877,11.581,-2.1939,0.18093,-0.0054708
85.654,33.958,-43.839,14.391,-1.9939,0.12239,-0.002693,85.14,39.036,-46.732,14.959,-2.0285,0.12129,-0.0025693
85.564,29.296,-38.38,11.817,-1.5039,0.081946,-0.0014792,85.289,25.808,-33.639,9.855,-1.145,0.05175,-0.00052813
63.402,24.213,-36.657,13.469,-2.0889,0.14636,-0.0038133,62.16,27.723,-37.252,13.304,-2.0359,0.1415,-0.0036688
86.862,46.012,-58.59,21.269,-3.3647,0.24301,-0.0065626,92.541,36.88,-52.682,19.828,-3.2119,0.2365,-0.006498
92.721,45.757,-62.955,23.609,-3.8414,0.28602,-0.0079945,70.985,11.735,-32.059,14.214,-2.5068,0.19558,-0.0056273
92.472,27.73,-33.42,10.89,-1.5116,0.092944,-0.0020385,76.47,18.151,-40.636,17.944,-3.2278,0.25857,-0.0076585
93.528,33.133,-45.958,15.924,-2.3269,0.15212,-0.0036423,95.903,36.011,-50.742,18.053,-2.7196,0.18444,-0.0046256
92.777,39.041,-54.004,19.349,-2.9459,0.20204,-0.0051235,94.936,36.513,-51.957,18.621,-2.8244,0.19257,-0.0048453
102.07,31.241,-49.107,17.623,-2.7276,0.19379,-0.0051838,97.996,53.922,-70.13,24.561,-3.6978,0.25239,-0.0064041
94.733,40.256,-54.349,18.394,-2.63,0.16774,-0.0038893,96.857,43.461,-59.444,20.473,-2.9957,0.19713,-0.0047731
88.453,39.072,-50.195,16.672,-2.3122,0.1407,-0.0030396,94.032,30.496,-46.422,15.712,-2.1661,0.12951,-0.0027152
76.485,6.7644,-31.396,15.27,-2.8595,0.23316,-0.006943,83.525,10.749,-38.301,18.094,-3.3385,0.26963,-0.0079767
84.062,16.681,-39.311,17.184,-3.0734,0.24421,-0.0071498,82.118,-4.4346,-23.346,14.15,-2.9299,0.25363,-0.0078671
80.159,25.647,-33.209,10.664,-1.4002,0.077362,-0.0013776,85.138,25.45,-32.708,10.211,-1.2866,0.066324,-0.0010072
79.32,30.545,-40.823,12.828,-1.6419,0.088474,-0.0015282,80.342,32.458,-44.097,14.221,-1.8869,0.10782,-0.0020965
75.561,25.732,-40.308,13.9,-1.9666,0.12195,-0.0026987,68.279,0.75615,-18.728,8.846,-1.5245,0.11176,-0.0029413
74.382,29.153,-37.213,12.555,-1.7894,0.11361,-0.0026294,79.517,26.524,-36.083,12.181,-1.7203,0.10785,-0.0024601
88.431,-2.1325,-25.725,13.033,-2.3777,0.18623,-0.0053064,95.795,51.602,-65.742,23.449,-3.5941,0.24934,-0.0064276
93.691,34.45,-47.444,16.091,-2.2763,0.1419,-0.0031661,57.924,-28.535,48.419,-20.902,3.7191,-0.29436,0.0086149
88.123,47.279,-62.761,23.687,-3.937,0.30206,-0.0087399,87.929,43.991,-58.702,22.131,-3.6809,0.28304,-0.0082171
93.899,21.456,-28.708,8.3034,-0.91604,0.035383,-6.9378e-05,69.301,-1.7835,-17.481,9.7591,-1.9214,0.16015,-0.0048141
